smell,n_features,n_samples,positive_rate,f1_mean,f1_std
god_class,61,420,33.33333333333333,0.9645228972815179,0.027674533988422335
data_class,61,420,33.33333333333333,0.9856960408684546,0.017537311768860152
long_method,82,420,33.33333333333333,0.9859514687100894,0.017220080501336568
feature_envy,82,420,33.33333333333333,0.9382479334203472,0.060708864227582184
long_parameter_list,55,420,32.857142857142854,0.9080216131250614,0.07953230248464048
switch_statements,55,420,30.714285714285715,0.8201388330698676,0.08233607426605162
